Category,Description,NutrientDataBankNumber,Carotene,Cryptoxanthin,Carbohydrate,Cholesterol,Choline,Fiber,Lutein and Zeaxanthin,Lycopene,Niacin,Protein,Retinol,Riboflavin,Selenium,SugarTotal,Water,MonosaturatedFat,PolysaturatedFat,SaturatedFat,Total Lipid,Calcium,Copper,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Vitamin_A,Vitamin_B12,Vitamin_B6,Vitamin_C,Vitamin_D,Vitamin_E,Vitamin_K
Chicken in butter sauce with potatoes and vegetable,"Chicken in butter sauce with potatoes and vegetable, diet frozen meal",28143180,74,0,4.64,51,40.5,0.8,125,0,6.042,17.13,6,0.102,13.7,0.83,75,0.932,0.33,0.724,2.47,17,0.049,0.54,23,159,255,239,0.59,12,0.16,0.239,5.2,0.102,0.28,9.1
Chicken in mushroom sauce,"Chicken in mushroom sauce, white and wild rice, vegetable, frozen meal",28143190,1184,36,11.05,24,15.4,1.2,214,0,2.782,7.6,20,0.069,7.2,1.26,76.32,1.015,0.462,1.75,3.61,18,0.05,0.59,16,87,181,423,0.53,138,0.06,0.154,16.9,0.074,0.51,16.8
Chicken in soy-based sauce,"Chicken in soy-based sauce, rice and vegetables, frozen meal",28143200,101,3,17.87,16,13.8,0.9,132,0,2.668,6.56,2,0.1,7.4,1.6,73.48,0.307,0.16,0.245,0.9,15,0.088,0.67,14,76,153,335,0.39,11,0.05,0.121,3.5,0.068,0.17,9.9
Chicken and vegetable entree with noodles and cream sauce,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",28144100,73,0,10.79,39,28.6,0.9,280,0,2.345,8.52,28,0.151,14.4,1.64,74.05,1.597,0.761,2.085,5.19,55,0.063,0.78,19,113,167,379,0.76,34,0.16,0.104,15.3,0.127,0.41,20.6
Turkey dinner,"Turkey dinner, NFS, frozen meal",28145000,124,0,16.32,14,17.1,1.3,327,0,3.057,6.97,34,0.252,7.9,4.82,71.16,1.235,1.087,0.877,3.89,27,0.056,0.79,18,106,230,326,0.48,44,0.33,0.177,0.8,0.138,0.24,11.5
Turkey with gravy,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",28145100,1183,7,18.33,18,23.5,1.7,240,259,2.371,6.93,2,0.108,7.6,10.45,72.2,0.479,0.495,0.485,1.63,38,0.085,0.96,19,77,208,157,0.7,128,0.16,0.175,3.4,0.082,0.29,7
Turkey with vegetable,"Turkey with vegetable, stuffing, diet frozen meal",28145110,1149,0,10.65,23,22.4,1.5,171,847,3.634,9.31,1,0.11,9.7,3.79,77.43,0.703,0.395,0.509,1.82,24,0.07,0.68,18,85,196,210,0.64,119,0.11,0.254,2.1,0.041,0.35,11.2
Turkey with gravy,"Turkey with gravy, dressing, potatoes, vegetable, frozen meal",28145210,124,0,16.32,14,17.1,1.3,327,0,3.057,6.97,34,0.252,7.9,4.82,71.16,1.235,1.087,0.877,3.89,27,0.056,0.79,18,106,230,326,0.48,44,0.33,0.177,0.8,0.138,0.24,11.5
Flounder with chopped broccoli,"Flounder with chopped broccoli, diet frozen meal",28150220,89,0,5.3,19,32.1,0.7,332,0,0.64,6.66,10,0.111,11.6,2.42,85.2,0.419,0.219,0.714,1.67,73,0.028,0.33,16,149,197,161,0.42,18,0.49,0.084,18.9,0.049,0.44,25.5
Fish in lemon-butter sauce with starch item,"Fish in lemon-butter sauce with starch item, vegetable, frozen meal",28150510,265,0,10.98,15,22.7,1.1,503,0,0.944,5.46,11,0.036,7.6,1.07,78.35,0.779,1.288,1.456,3.76,12,0.051,0.67,13,96,94,454,0.35,34,0.43,0.075,2.3,0.108,0.97,5.7
Shrimp and clams in tomato-based sauce,"Shrimp and clams in tomato-based sauce, with noodles, frozen meal",28153010,295,0,12.46,36,30.6,1.5,179,1058,1.182,7.77,33,0.081,19.6,2,75.67,0.657,0.337,1.122,2.51,40,0.141,1.44,22,103,272,276,0.64,60,2.69,0.084,11.2,0.104,0.66,38.5
Shrimp and vegetables in sauce with noodles,"Shrimp and vegetables in sauce with noodles, diet frozen meal",28154010,1210,10,13.44,37,18.4,1.5,164,0,0.836,5.28,5,0.074,15.6,1.87,78.12,0.35,0.557,0.528,1.71,32,0.093,0.92,15,58,86,456,0.54,129,0.11,0.051,6.9,0.1,0.52,8
Meat loaf dinner,"Meat loaf dinner, NFS, frozen meal",28160300,111,0,10.1,19,23.5,1.2,65,2081,1.637,6.65,22,0.112,5.9,3.1,74.12,3.072,1.466,2.208,7.4,46,0.074,1.08,16,76,214,393,1.4,32,0.57,0.126,3.5,0.098,0.68,9.6
Meat loaf with potatoes,"Meat loaf with potatoes, vegetable, frozen meal",28160310,111,0,10.1,19,23.5,1.2,65,2081,1.637,6.65,22,0.112,5.9,3.1,74.12,3.072,1.466,2.208,7.4,46,0.074,1.08,16,76,214,393,1.4,32,0.57,0.126,3.5,0.098,0.68,9.6
Beef,"Beef, broth, bouillon, or consomme",28310110,0,0,0.04,0,2.9,0,0,0,0.78,1.14,0,0.021,0.7,0,97.55,0.09,0.01,0.11,0.22,6,0,0.17,2,13,54,372,0,0,0.07,0.01,0,0.002,0,0
Oxtail soup,Oxtail soup,28310150,243,0,1.35,31,32.7,0.3,58,106,0.808,8.4,11,0.082,7.3,0.42,84.72,1.857,0.181,2.202,4.86,11,0.054,1.1,9,68,107,138,2.76,35,0.65,0.093,1.5,0.03,0.14,10.1
Beef broth,"Beef broth, with tomato, home recipe",28310160,147,0,2.09,0,4.5,0.6,43,800,0.745,1.2,0,0.023,0.6,1.04,91.48,1.767,1.707,0.645,4.28,14,0.025,0.46,6,20,127,260,0.08,14,0.05,0.049,4.9,0.017,0.66,10.1
Beef broth,"Beef broth, without tomato, home recipe",28310170,0,0,1.2,0,4.8,0,1,0,0.872,1.97,0,0.091,1.2,0.54,95.89,0.043,0.005,0.035,0.09,8,0.05,0.27,7,31,185,198,0.17,0,0,0.055,0,0.033,0.01,0.1
Meatball soup,"Meatball soup, home recipe, Mexican style",28310230,196,2,9.99,16,22.6,1.8,45,347,1.798,6.86,2,0.089,4.8,1.33,77.04,1.98,0.763,1.468,4.68,20,0.104,1.11,21,84,346,252,1.26,21,0.37,0.196,8.8,0.08,0.35,4.5
Beef noodle soup,"Beef noodle soup, Puerto Rican style",28310320,153,0,6.16,16,24.2,0.9,82,87,1.468,5.88,0,0.059,6.4,0.86,85.1,0.501,0.081,0.455,1.25,14,0.07,0.79,14,68,228,425,1.4,20,0.37,0.151,9.2,0.044,0.16,6.3
Pho,Pho,28310330,47,3,10.41,12,20.6,0.6,35,0,1.059,6.15,0,0.052,6.7,0.77,79.89,0.904,0.359,0.672,2.26,11,0.039,0.66,10,47,99,403,0.7,4,0.4,0.065,1.5,0.021,0.17,7.1
Beef and rice soup,"Beef and rice soup, Puerto Rican style",28310420,153,0,6.23,15,23.6,0.9,81,87,1.44,5.83,0,0.056,5.9,0.85,85.12,0.492,0.072,0.447,1.21,14,0.069,0.79,14,67,227,425,1.39,20,0.36,0.15,9.2,0.04,0.16,6.3
Pepperpot soup,Pepperpot soup,28311010,24,0,3.1,20,29.6,0.3,31,0,0.945,3.48,15,0.083,3.2,0.79,90.16,0.789,0.171,1.311,2.49,18,0.06,0.35,9,40,179,174,0.36,17,0.14,0.077,4.4,0.043,0.1,1.7
Menudo soup,"Menudo soup, home recipe",28311020,40,3,3.57,32,51.9,0.5,58,0,0.846,5.31,0,0.084,5,1.04,88.49,0.697,0.166,0.493,1.62,26,0.066,0.51,11,44,173,274,0.6,4,0.2,0.088,10,0.032,0.1,1.6
Menudo soup,"Menudo soup, canned, prepared with water or ready-to-serve",28311030,437,101,4.19,27,45.2,1.6,18,1,0.533,3.36,0,0.044,3.9,0.52,89.59,0.479,0.34,0.38,1.39,34,0.062,0.88,12,30,84,482,0.62,43,0.23,0.073,0.3,0.01,1.16,4.5
Beef vegetable soup with potato,"Beef vegetable soup with potato, pasta, or rice, chunky style, canned, or ready-to-serve",28315050,1110,0,6.16,7,11.4,1.2,119,624,0.978,3.18,0,0.016,3,1.25,88.22,0.296,0.342,0.407,1.16,18,0.026,0.51,10,48,174,326,0.56,115,0.17,0.126,3.6,0.015,0.45,6
Beef vegetable soup,"Beef vegetable soup, home recipe, Mexican style",28315140,299,6,4.57,20,29.8,1.2,61,291,1.689,7.91,0,0.077,7.1,1.75,83.96,0.916,0.275,0.742,2.23,23,0.049,0.95,14,65,199,336,1.67,30,0.52,0.136,10.9,0.108,0.27,21.4
Meat and corn hominy soup,"Meat and corn hominy soup, home recipe, Mexican style",28315150,1,0,5.11,20,29.6,0.4,6,0,2.403,7.49,2,0.138,8.4,1.52,82.34,1.804,0.819,1.297,4.12,8,0.071,0.49,11,78,162,241,0.93,2,0.15,0.12,0.2,0.116,0.1,0.4
Italian Wedding Soup,Italian Wedding Soup,28315160,586,0,6.53,16,14.4,0.8,282,347,1.156,4.86,7,0.103,6.6,1.53,84.59,0.964,0.192,1.006,2.68,38,0.048,0.72,11,55,133,389,0.9,64,0.32,0.087,2.8,0.141,0.23,11.9
Beef stroganoff soup,"Beef stroganoff soup, chunky style, home recipe, canned or ready-to-serve",28317010,365,1,9,21,18,0.6,386,14,0.1,5.1,51,0.09,7.6,1.68,79.9,1.556,0.246,2.324,4.6,20,0.1,0.88,2,50,140,435,1.1,84,0.26,0.06,0,0.04,0.41,102.8
Ham,"Ham, noodle, and vegetable soup, Puerto Rican style",28320140,220,0,6.32,13,25,0.9,114,84,1.678,5.86,2,0.07,7.1,1.14,84.11,0.577,0.18,0.436,1.33,13,0.074,0.53,14,84,239,738,0.63,31,0.14,0.185,9.1,0.149,0.16,5.9
Pork vegetable soup with potato,"Pork vegetable soup with potato, pasta, or rice, stew type, chunky style",28320160,342,4,3.85,10,17.9,0.8,179,208,1.415,5.2,0,0.066,7,1.01,87.76,0.902,0.407,0.627,2.1,14,0.035,0.51,10,49,181,267,0.44,33,0.12,0.104,4.3,0.108,0.2,16
Pork with vegetable excluding carrots,"Pork with vegetable excluding carrots, broccoli and/or dark-green leafy; soup, Asian Style",28320300,87,0,2.78,12,23,0.8,107,0,1.443,6.04,0,0.083,9.1,1.13,87.49,1.07,0.478,0.738,2.48,22,0.059,0.67,11,52,164,321,0.53,8,0.14,0.119,7.5,0.124,0.21,19.1
Bacon soup,"Bacon soup, cream of, prepared with water",28321130,14,0,3.63,4,5.2,0,1,0,0.199,1.21,21,0.023,1,0.27,91.2,1.043,0.539,0.861,2.93,9,0.07,0.54,3,16,25,358,0.15,22,0,0,0.1,0.007,0.27,2.1
Lamb,"Lamb, pasta, and vegetable soup, Puerto Rican style",28331110,158,1,6.04,18,20.2,1,105,79,1.678,4.8,0,0.063,5.3,1.01,82.4,2.108,0.439,2.239,5.2,15,0.074,0.69,14,60,210,386,1.08,20,0.45,0.126,14.8,0.047,0.18,7
Chicken or turkey broth,"Chicken or turkey broth, bouillon, or consomme",28340110,1,0,0.44,2,1,0,0,0,0.219,0.64,0,0.059,0.4,0.43,97.81,0.019,0.009,0.013,0.21,4,0.015,0.07,1,4,18,371,0.07,0,0.02,0,0,0.021,0.04,0
Chicken or turkey broth,"Chicken or turkey broth, without tomato, home recipe",28340120,0,0,3.53,3,9.2,0,1,0,1.584,2.52,1,0.085,2.2,1.58,92.15,0.582,0.213,0.321,1.2,3,0.054,0.21,4,27,105,143,0.14,1,0,0.061,0.2,0.035,0.03,0.2
Chicken or turkey broth,"Chicken or turkey broth, with tomato, home recipe",28340130,147,0,2.37,1,3.2,0.6,43,800,0.357,0.85,0,0.05,0.4,1.34,91.66,1.718,1.706,0.577,4.28,13,0.036,0.4,5,14,102,259,0.13,14,0.01,0.042,4.9,0.03,0.69,10.1
Mexican style chicken broth soup stock,Mexican style chicken broth soup stock,28340150,355,8,7.37,2,12.1,1.5,73,345,1.272,2.34,1,0.075,1.5,2.96,87.78,0.559,0.37,0.285,1.31,22,0.059,0.46,12,38,202,259,0.22,36,0,0.117,13,0.132,0.23,25.2
Beef broth,"Beef broth, less or reduced sodium, canned or ready-to-serve",28340179,0,0,0.2,0,2.9,0,0,0,0.41,1.14,0,0.073,0,0.2,98.01,0.026,0.005,0.042,0.07,3,0.009,0.04,1,9,20,225,0.24,0,0,0.075,0,0.016,0,0
Chicken or turkey broth,"Chicken or turkey broth, less or reduced sodium, canned or ready-to-serve",28340180,0,0,0.38,0,3.1,0,0,0,0.686,1.36,0,0.014,0,0.22,97.32,0,0,0,0,8,0.035,0.26,1,18,85,231,0.08,0,0.06,0.006,0.4,0.002,0.01,0
Chicken rice soup,"Chicken rice soup, Puerto Rican style",28340210,0,0,8.61,25,21.2,0.9,3,0,2.146,7.24,2,0.057,6.2,0.49,80.94,0.665,0.24,0.412,1.58,12,0.07,0.58,16,82,232,432,0.56,2,0.09,0.171,5.9,0.058,0.1,0.7
Chicken soup with noodles and potatoes,"Chicken soup with noodles and potatoes, Puerto Rican style",28340220,0,0,8.66,23,19.9,0.9,4,0,2.025,6.76,2,0.06,6.8,0.56,81.5,0.599,0.227,0.378,1.45,12,0.072,0.55,16,79,231,431,0.53,2,0.08,0.166,6,0.064,0.09,0.7
Chicken or turkey gumbo soup,"Chicken or turkey gumbo soup, home recipe, canned or ready-to-serve",28340310,32,2,3.43,2,3.6,0.8,28,990,0.272,1.08,0,0.02,3.3,1.02,93.84,0.27,0.14,0.13,0.59,10,0.051,0.37,2,10,31,391,0.15,3,0.01,0.026,2,0.01,0.15,2.6
Chicken or turkey noodle soup,"Chicken or turkey noodle soup, chunky style, canned or ready-to-serve",28340510,593,14,4.46,5,6.2,0.8,58,0,1.196,3.09,1,0.02,4.9,0.38,89.88,0.298,0.172,0.627,1.16,11,0.028,0.35,7,36,117,306,0.17,62,0.08,0.05,0.4,0.018,0.12,1.7
Sweet and sour soup,Sweet and sour soup,28340550,27,1,4.65,31,30.7,0.5,63,0,1.052,5.66,9,0.14,12.3,1.19,85.04,1.089,0.804,0.73,2.98,27,0.198,0.59,12,56,123,469,0.73,11,0.11,0.09,0.8,0.102,0.15,7
Chicken or turkey soup with vegetables,"Chicken or turkey soup with vegetables, broccoli, carrots, celery, potatoes and onions, Asian style",28340580,1106,0,2.26,21,15.8,0.6,173,0,1.628,5.45,1,0.096,4.7,0.88,88.9,0.858,0.575,0.418,2.23,20,0.035,0.33,9,54,126,404,0.41,113,0.08,0.08,3.1,0.046,0.38,12.9
Chicken or turkey corn soup with noodles,"Chicken or turkey corn soup with noodles, home recipe",28340590,250,1,7.34,18,16.3,0.6,227,0,1.579,4.67,2,0.089,6.3,1.34,85.18,0.682,0.475,0.35,1.81,10,0.044,0.43,10,54,104,338,0.44,26,0.07,0.06,2.1,0.066,0.21,12.8
Chicken or turkey vegetable soup,"Chicken or turkey vegetable soup, canned, prepared with water or ready-to-serve",28340600,512,3,4.68,3,7.7,0.9,134,70,0.906,1.97,0,0.098,3,1.01,91.68,0.158,0.134,0.121,0.73,14,0.023,0.25,8,35,133,229,0.22,52,0.11,0.072,0,0.017,0.24,2.2
Chicken or turkey vegetable soup,"Chicken or turkey vegetable soup, stew type",28340610,249,3,6.88,12,7.5,0.6,56,73,1.76,5.06,2,0.069,2.5,0.87,84.12,1.18,0.55,0.79,2.64,10,0.1,0.69,3,45,70,354,0.4,27,0.1,0.02,0.5,0.034,0.13,2.5
Chicken or turkey vegetable soup with rice,"Chicken or turkey vegetable soup with rice, stew type, chunky style",28340630,1183,1,5.41,5,4.9,0.4,96,13,1.71,5.11,1,0.041,4.5,0.6,86.78,0.6,0.28,0.4,1.33,14,0.1,0.78,4,30,45,370,0.4,122,0.13,0.02,1.6,0.01,0.24,7.2
Chicken or turkey vegetable soup with noodles,"Chicken or turkey vegetable soup with noodles, stew type, chunky style, canned or ready-to-serve",28340640,249,3,6.88,12,7.5,0.6,56,73,1.76,5.06,2,0.069,2.5,0.87,84.12,1.18,0.55,0.79,2.64,10,0.1,0.69,3,45,70,354,0.4,27,0.1,0.02,0.5,0.034,0.13,2.5
Chicken or turkey vegetable soup,"Chicken or turkey vegetable soup, home recipe",28340660,344,5,4.14,16,13.5,0.8,179,208,1.401,4.52,1,0.08,3.5,1.31,88.66,0.652,0.435,0.317,1.7,12,0.043,0.38,10,49,141,305,0.37,34,0.06,0.08,4.2,0.047,0.25,16.1
Chicken or turkey vegetable soup with rice,"Chicken or turkey vegetable soup with rice, home recipe, Mexican style",28340670,284,6,7.65,22,21.7,1.2,58,276,2.474,6.85,2,0.094,6,2.37,82.15,0.939,0.469,0.516,2.21,21,0.063,0.57,15,75,214,269,0.49,30,0.06,0.143,10.4,0.127,0.26,20.1
Chicken or turkey and corn hominy soup,"Chicken or turkey and corn hominy soup,  home recipe, Mexican style",28340680,1,0,5.11,26,21.8,0.4,6,0,2.883,7.89,3,0.108,7.3,1.52,83.6,1.078,0.432,0.611,2.45,8,0.062,0.45,11,77,146,293,0.62,3,0.08,0.102,0.2,0.044,0.13,0.4
Chicken or turkey vegetable soup with potato and cheese,"Chicken or turkey vegetable soup with potato and cheese, chunky style, canned or ready-to-serve",28340690,186,0,5.2,7,12,0.3,33,54,0.346,1.16,0,0.017,3.7,0.64,87.9,1.605,0.974,1.636,4.46,15,0.04,0.16,5,19,73,416,0.16,19,0.02,0.042,4,0.015,0.06,2.3
Bird's nest soup,Bird's nest soup,28340700,1,0,3.03,17,19.8,0,0,0,1.354,5.39,1,0.081,5.2,0.29,88.42,0.514,0.156,0.337,1.27,6,0.027,0.27,5,48,69,733,0.46,1,0.11,0.068,0,0.087,0.1,0
Hot and sour soup,Hot and sour soup,28340750,1,1,4.35,21,39.9,0.5,22,0,0.507,2.58,9,0.031,0.4,0.42,90.65,0.288,0.311,0.229,1.21,19,0.026,0.64,9,32,55,376,0.22,9,0.1,0.064,0,0.026,0.39,1.1
Chicken or turkey soup with vegetables and fruit,"Chicken or turkey soup with vegetables and fruit, Asian Style",28340800,33,0,2.17,20,14.2,0.2,19,142,1.418,5.07,2,0.079,4.9,1.87,89.98,0.429,0.241,0.26,1.23,16,0.045,0.3,14,47,96,569,0.37,5,0.1,0.062,1.7,0.038,0.16,2.5
Chicken or turkey soup,"Chicken or turkey soup, cream of, canned, reduced sodium, NS as to made with milk or water",28345010,104,0,4.82,3,4.3,0.2,4,0,0.323,0.91,2,0.011,3.2,0.2,92.75,0.203,0.203,0.254,0.66,7,0.022,0.1,2,12,138,183,0.07,13,0.02,0.006,0,0.003,0.04,0.4
Chicken or turkey soup,"Chicken or turkey soup, cream of, canned, reduced sodium, made with milk",28345020,104,0,7.19,7,12.3,0.2,4,0,0.374,2.57,31,0.08,4.1,2.64,87.42,0.413,0.232,0.832,1.65,68,0.017,0.1,7,63,214,198,0.28,42,0.25,0.033,0,0.028,0.06,0.4
Chicken or turkey soup,"Chicken or turkey soup, cream of, canned, reduced sodium, made with water",28345030,104,0,4.82,3,4.3,0.2,4,0,0.323,0.91,2,0.011,3.2,0.2,92.75,0.203,0.203,0.254,0.66,7,0.022,0.1,2,12,138,183,0.07,13,0.02,0.006,0,0.003,0.04,0.4
Chicken or turkey soup,"Chicken or turkey soup, cream of, NS as to prepared with milk or water",28345110,14,0,3.63,4,5.2,0,1,0,0.199,1.21,21,0.023,1,0.27,91.2,1.043,0.539,0.861,2.93,9,0.07,0.54,3,16,25,358,0.15,22,0,0,0.1,0.007,0.27,2.1
Chicken or turkey soup,"Chicken or turkey soup, cream of, prepared with milk",28345120,16,0,6.02,8,13.2,0,0,0,0.251,2.86,50,0.092,1.9,2.72,85.89,1.241,0.564,1.43,3.88,70,0.064,0.53,8,67,103,370,0.36,51,0.22,0.027,0.1,0.032,0.29,2.1
Chicken or turkey soup,"Chicken or turkey soup, cream of, prepared with water",28345130,14,0,3.63,4,5.2,0,1,0,0.199,1.21,21,0.023,1,0.27,91.2,1.043,0.539,0.861,2.93,9,0.07,0.54,3,16,25,358,0.15,22,0,0,0.1,0.007,0.27,2.1
Chicken or turkey mushroom soup,"Chicken or turkey mushroom soup, cream of, prepared with milk",28345160,3,0,8.41,8,13.6,1.6,0,0,0.705,2.47,33,0.113,2.4,2.84,84.72,1.275,0.646,1.205,3.42,74,0.02,0.35,10,62,106,354,0.61,34,0.25,0.047,0,0.036,0.34,0.6
Fish stock,"Fish stock, home recipe",28350040,0,0,0,1,7,0,0,0,1.186,2.26,2,0.076,1,0,96.6,0.236,0.138,0.203,0.81,3,0.058,0.01,7,56,144,156,0.06,2,0.69,0.037,0.1,0.033,0.17,0
Fish chowder,Fish chowder,28350050,22,0,6.1,37,35,0.8,14,0,1.047,8.07,60,0.069,10.6,0.92,78.79,1.617,0.393,3.731,6.21,18,0.055,0.37,17,133,255,139,0.27,62,0.94,0.148,5.2,0.047,0.41,4.7
Crab soup,"Crab soup, NS as to tomato-base or cream style",28350110,214,0,1.7,23,23.3,0.2,14,174,1.471,5.03,21,0.054,8.4,1.02,89.56,0.605,0.294,1.378,2.55,52,0.18,0.29,10,72,151,226,0.82,43,0.64,0.051,1.8,0.014,0.54,1.6
Crab soup,"Crab soup, tomato-base",28350120,447,13,4.22,17,20.6,1.2,90,725,1.003,4.21,0,0.047,7.9,1.31,90.19,0.08,0.122,0.082,0.35,33,0.18,0.53,17,63,174,221,0.79,44,0.58,0.083,5,0.178,0.6,2
Clam chowder,"Clam chowder, NS as to Manhattan or New England style",28350210,2,0,7.56,7,12.5,0.3,1,0,0.822,3.26,38,0.151,4.1,2.66,85.31,0.215,0.507,1.063,2.03,71,0.119,1.23,13,180,188,275,0.4,38,4.96,0.082,2.1,0.091,0.22,0.5
Clam chowder,"Clam chowder, Manhattan",28350220,662,0,7.84,6,7.9,1.2,33,5112,0.77,3.02,3,0.026,6.7,1.67,86.04,0.41,0.05,0.88,1.41,28,0.1,1.1,8,35,160,417,0.7,70,3.3,0.11,5.1,0.024,0.67,3.3
Turtle and vegetable soup,Turtle and vegetable soup,28350310,330,4,3.71,9,17.1,0.8,172,200,0.957,4.75,5,0.055,3.5,0.98,89.45,0.355,0.332,0.196,0.95,31,0.067,0.58,11,53,165,262,0.28,36,0.21,0.071,4,0.043,0.25,15.4
Fish and vegetable soup,"Fish and vegetable soup, no potatoes, Mexican style",28351110,170,0,1.47,11,22.9,0.3,21,302,1.339,5.15,1,0.037,5.8,0.71,91.11,0.396,0.521,0.22,1.27,27,0.052,0.24,7,79,151,199,0.17,18,0.5,0.05,2,0.014,0.4,2.5
Fish soup with potatoes,"Fish soup with potatoes, Mexican style",28351120,0,0,2.64,11,24.4,0.3,1,0,1.443,5.47,1,0.037,6.1,0.4,89.61,0.415,0.543,0.231,1.33,27,0.062,0.24,8,97,162,183,0.19,1,0.53,0.064,1,0.018,0.34,1.3
Codfish,"Codfish, rice, and vegetable soup, Puerto Rican style",28351160,44,0,7.59,11,18.7,0.4,30,689,0.926,5.29,3,0.024,9.2,0.62,84.44,1.095,0.232,0.254,1.7,12,0.047,0.47,14,66,153,270,0.27,7,0.21,0.102,5,0.062,0.5,1.7
Codfish soup with noodles,"Codfish soup with noodles, Puerto Rican style",28351170,43,0,7.5,18,24.2,0.6,39,673,1.098,5.7,4,0.055,13.4,0.69,83.69,1.195,0.348,0.336,2.11,13,0.055,0.56,16,74,151,265,0.32,8,0.22,0.09,4.9,0.096,0.52,1.6
Clam chowder,"Clam chowder, New England, NS as to prepared with water or milk",28355110,2,0,7.46,7,11.8,0.3,1,0,0.794,3.24,37,0.176,4.4,2.81,85.49,0.268,0.513,1.094,2.02,70,0.118,1.21,12,173,179,273,0.43,37,4.84,0.07,2.1,0.081,0.22,0.5
Clam chowder,"Clam chowder, New England, prepared with milk",28355120,2,0,7.56,7,11.6,0.3,1,0,0.822,3.26,38,0.151,4.1,2.66,85.31,0.215,0.507,1.063,2.03,71,0.119,1.23,13,180,188,275,0.4,38,4.91,0.079,2.1,0.088,0.22,0.5
Clam chowder,"Clam chowder, New England, prepared with water",28355130,0,0,5.05,3,3.4,0.3,2,0,0.759,1.55,8,0.081,3.1,0.19,90.89,0,0.469,0.468,1.01,9,0.122,1.22,7,127,108,254,0.18,8,4.63,0.051,2,0.061,0.2,0.4
Clam chowder,"Clam chowder, New England, reduced sodium, canned or ready-to-serve",28355140,5,0,5.68,3,6.6,0.8,20,0,0.422,2.33,7,0.015,4.3,0,86.53,0.908,1.997,0.701,4.23,14,0.025,0.56,13,31,337,194,0.27,8,4.63,0.13,3.3,0.015,0.4,8.2
Crab soup,"Crab soup, cream of, prepared with milk",28355210,224,0,1.7,23,23.6,0.2,15,174,1.495,5.03,21,0.055,8.4,1.02,89.56,0.605,0.294,1.378,2.55,52,0.188,0.29,10,77,151,226,0.82,44,0.71,0.055,1.9,0.015,0.54,1.6
Lobster bisque,Lobster bisque,28355250,224,0,1.7,32,23.6,0.2,15,174,1.331,5.23,21,0.041,13.8,1.02,89.27,0.627,0.309,1.379,2.57,53,0.319,0.25,11,68,146,242,0.86,44,0.37,0.048,1.3,0.015,0.39,1.5
Lobster gumbo,Lobster gumbo,28355260,94,0,4.61,37,29.2,0.9,66,4159,1.552,6.19,10,0.057,17.9,1.78,85.91,0.427,0.278,0.869,1.76,55,0.456,0.67,22,75,228,289,1.15,18,0.38,0.073,3.7,0.031,0.77,8.7
Oyster stew,Oyster stew,28355310,9,0,4.24,28,33.9,0,0,0,0.378,4.25,70,0.123,8.1,3.52,84.95,1.189,0.343,2.94,5.08,106,0.933,1.58,14,100,161,321,13.78,70,3.01,0.046,0,0.041,0.4,0.8
Salmon soup,"Salmon soup, cream style",28355350,224,0,1.7,15,24.8,0.2,15,174,2.174,5.35,24,0.071,6.7,1.02,88.54,0.797,0.502,1.496,3.3,74,0.054,0.32,9,95,167,227,0.27,46,0.9,0.08,1.3,0.015,0.33,1.6
Shrimp soup,"Shrimp soup, cream of, NS as to prepared with milk or water",28355410,2,0,5.64,10,10.6,0.1,0,0,0.211,2.78,43,0.107,3.5,2.62,87.11,1.147,0.155,1.93,3.23,69,0.051,0.22,9,60,95,354,0.54,43,0.4,0.031,0.1,0.025,0.02,0.1
Shrimp soup,"Shrimp soup, cream of, prepared with milk",28355420,2,0,5.64,10,11.8,0.1,0,0,0.211,2.78,43,0.107,3.5,2.62,87.11,1.147,0.155,1.93,3.23,69,0.051,0.22,9,60,95,354,0.54,43,0.5,0.034,0.1,0.028,0.02,0.1
Shrimp soup,"Shrimp soup, cream of, prepared with water",28355430,0,0,3.27,7,3.4,0.1,0,0,0.17,1.11,15,0.011,2.3,0.24,92.38,0.595,0.075,1.29,2.07,9,0.055,0.21,4,13,24,391,0.3,16,0.24,0.015,0,0.008,0,0
Shrimp gumbo,Shrimp gumbo,28355440,94,0,4.61,61,29.2,0.9,66,4159,1.252,6.52,10,0.056,12,1.78,85.39,0.394,0.358,0.864,1.87,66,0.155,1.09,20,73,193,378,0.67,18,0.21,0.048,4.5,0.027,0.8,8.7
Seafood soup with potatoes and vegetables including carrots,"Seafood soup with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy",28355450,340,4,4.07,7,20.7,0.8,177,206,1.38,4.41,1,0.044,4.2,1.07,89.3,0.375,0.499,0.21,1.22,29,0.062,0.41,10,72,181,158,0.22,34,0.35,0.071,4.1,0.028,0.36,16
Seafood soup with potatoes,"Seafood soup with potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy",28355460,130,5,3.9,7,21,0.7,175,211,1.387,4.49,1,0.043,4.3,0.96,89.38,0.384,0.509,0.214,1.24,29,0.062,0.41,9,72,177,160,0.22,12,0.36,0.068,4.1,0.027,0.34,16
